Abbr,State,REGION,County,POPEST2012,PCT_NHWHITE10,PCT_NHBLACK10,PCT_HISP10,PCT_NHASIAN10,Median,MaleLifeEx2010,FemaleLifeEx2010,Uninsured2014,obesity,YPLS,DaysPoorHealth,DaysPoorPhys,DaysPoorMental,LBirthWeight,FoodEnvIndex,PercPhysicallyInactive,PercAccessExercise,PercDaibetes,PercMam,GradRate,PercSomeCollege,PercUnemployed,PercChildrenPov,PercNoEmoSupport,PercSingleParentHouseholds,ViolentCrimeRate,InjuryDeathRate
VA,Virginia,Southeast,Accomack,33341,61.108431,27.900736,8.593656,0.533711,38390,71.9,78.2,18.8,36.6,9239.56,9239.56,9239.56,9239.56,9239.56,9239.56,9239.56,9239.56,9239.56,9239.56,9239.56,9239.56,9239.56,9239.56,9239.56,9239.56,9239.56,9239.56
VA,Virginia,Southeast,Albemarle,102251,77.932707,9.585733,5.473376,4.644842,67083,79.1,82.4,11.7,22.9,4205.61,4205.61,4205.61,4205.61,4205.61,4205.61,4205.61,4205.61,4205.61,4205.61,4205.61,4205.61,4205.61,4205.61,4205.61,4205.61,4205.61,4205.61
VA,Virginia,Southeast,Alleghany,16230,92.553846,4.621538,1.083077,0.227692,45454,73.4,78.2,12.7,30.8,8481.38,8481.38,8481.38,8481.38,8481.38,8481.38,8481.38,8481.38,8481.38,8481.38,8481.38,8481.38,8481.38,8481.38,8481.38,8481.38,8481.38,8481.38
VA,Virginia,Southeast,Amelia,12759,72.758077,23.049645,2.285264,0.212766,51738,74.2,79.7,16,31,7025.54,7025.54,7025.54,7025.54,7025.54,7025.54,7025.54,7025.54,7025.54,7025.54,7025.54,7025.54,7025.54,7025.54,7025.54,7025.54,7025.54,7025.54
VA,Virginia,Southeast,Amherst,32384,75.699317,18.866875,1.931815,0.472908,43998,73.4,79.1,14.8,30.3,8407.03,8407.03,8407.03,8407.03,8407.03,8407.03,8407.03,8407.03,8407.03,8407.03,8407.03,8407.03,8407.03,8407.03,8407.03,8407.03,8407.03,8407.03
VA,Virginia,Southeast,Appomattox,15128,76.691378,20.022708,1.115341,0.233754,44397,73.9,79.7,14.4,30.2,7756.31,7756.31,7756.31,7756.31,7756.31,7756.31,7756.31,7756.31,7756.31,7756.31,7756.31,7756.31,7756.31,7756.31,7756.31,7756.31,7756.31,7756.31
VA,Virginia,Southeast,Arlington,221045,64.038396,8.230143,15.114605,9.51803,107143,80.4,83.5,8.9,16.9,3841.67,3841.67,3841.67,3841.67,3841.67,3841.67,3841.67,3841.67,3841.67,3841.67,3841.67,3841.67,3841.67,3841.67,3841.67,3841.67,3841.67,3841.67
VA,Virginia,Southeast,Augusta,73658,92.218305,3.906441,2.067797,0.494915,57808,77,80.7,13.5,30.4,6151.34,6151.34,6151.34,6151.34,6151.34,6151.34,6151.34,6151.34,6151.34,6151.34,6151.34,6151.34,6151.34,6151.34,6151.34,6151.34,6151.34,6151.34
VA,Virginia,Southeast,Bath,4652,92.221518,4.502219,2.134855,0.14796,43852,77,80.7,13.5,31,5757.94,5757.94,5757.94,5757.94,5757.94,5757.94,5757.94,5757.94,5757.94,5757.94,5757.94,5757.94,5757.94,5757.94,5757.94,5757.94,5757.94,5757.94
VA,Virginia,Southeast,Bedford,5964,90.329955,5.691945,1.587163,1.019279,55507,75.9,80.3,12.2,30.6,6759.75,6759.75,6759.75,6759.75,6759.75,6759.75,6759.75,6759.75,6759.75,6759.75,6759.75,6759.75,6759.75,6759.75,6759.75,6759.75,6759.75,6759.75
VA,Virginia,Southeast,Bland,6738,95.164127,3.341149,0.571512,0.263775,42624,73.2,79.4,12.5,29.4,8873.78,8873.78,8873.78,8873.78,8873.78,8873.78,8873.78,8873.78,8873.78,8873.78,8873.78,8873.78,8873.78,8873.78,8873.78,8873.78,8873.78,8873.78
VA,Virginia,Southeast,Botetourt,33154,94.159527,2.977555,1.073971,0.524919,63646,76.6,81,9.9,25.8,6060.22,6060.22,6060.22,6060.22,6060.22,6060.22,6060.22,6060.22,6060.22,6060.22,6060.22,6060.22,6060.22,6060.22,6060.22,6060.22,6060.22,6060.22
VA,Virginia,Southeast,Brunswick,17010,39.824481,57.037972,1.709304,0.269588,37344,70.9,77.5,16.1,34.5,9641.16,9641.16,9641.16,9641.16,9641.16,9641.16,9641.16,9641.16,9641.16,9641.16,9641.16,9641.16,9641.16,9641.16,9641.16,9641.16,9641.16,9641.16
VA,Virginia,Southeast,Buchanan,23859,96.294298,2.547929,0.394224,0.219935,32083,69.6,76.7,15.5,29.5,13001.34,13001.34,13001.34,13001.34,13001.34,13001.34,13001.34,13001.34,13001.34,13001.34,13001.34,13001.34,13001.34,13001.34,13001.34,13001.34,13001.34,13001.34
VA,Virginia,Southeast,Buckingham,17088,61.203779,34.871107,1.679692,0.367433,38731,74.4,77.9,16.8,33.1,7036.5,7036.5,7036.5,7036.5,7036.5,7036.5,7036.5,7036.5,7036.5,7036.5,7036.5,7036.5,7036.5,7036.5,7036.5,7036.5,7036.5,7036.5
VA,Virginia,Southeast,Campbell,55163,81.315415,14.107801,1.6739,0.990117,46663,75.4,80.3,13.4,32.6,6972.15,6972.15,6972.15,6972.15,6972.15,6972.15,6972.15,6972.15,6972.15,6972.15,6972.15,6972.15,6972.15,6972.15,6972.15,6972.15,6972.15,6972.15
VA,Virginia,Southeast,Caroline,28972,63.566299,29.066386,3.359608,0.595551,56099,74.1,79.5,13.1,29.7,7220.91,7220.91,7220.91,7220.91,7220.91,7220.91,7220.91,7220.91,7220.91,7220.91,7220.91,7220.91,7220.91,7220.91,7220.91,7220.91,7220.91,7220.91
VA,Virginia,Southeast,Carroll,29851,95.932361,0.589175,2.58305,0.169762,38474,73.8,79.3,17.6,31,8152.31,8152.31,8152.31,8152.31,8152.31,8152.31,8152.31,8152.31,8152.31,8152.31,8152.31,8152.31,8152.31,8152.31,8152.31,8152.31,8152.31,8152.31
VA,Virginia,Southeast,Charles City,7157,40.50441,48.387541,1.212789,0.330761,49768,72.3,78.6,17.8,36.4,10363.64,10363.64,10363.64,10363.64,10363.64,10363.64,10363.64,10363.64,10363.64,10363.64,10363.64,10363.64,10363.64,10363.64,10363.64,10363.64,10363.64,10363.64
VA,Virginia,Southeast,Charlotte,12404,66.605752,29.707612,1.906881,0.206579,36339,72.9,77.6,18.5,32.2,9073.16,9073.16,9073.16,9073.16,9073.16,9073.16,9073.16,9073.16,9073.16,9073.16,9073.16,9073.16,9073.16,9073.16,9073.16,9073.16,9073.16,9073.16
VA,Virginia,Southeast,Chesterfield,323856,65.39167,21.564907,7.230043,3.231447,72972,77.6,81.6,10.9,26.7,5478.26,5478.26,5478.26,5478.26,5478.26,5478.26,5478.26,5478.26,5478.26,5478.26,5478.26,5478.26,5478.26,5478.26,5478.26,5478.26,5478.26,5478.26
VA,Virginia,Southeast,Clarke,14323,88.264215,5.28716,3.491521,0.862192,70281,75.3,78.7,10.8,28,5861.82,5861.82,5861.82,5861.82,5861.82,5861.82,5861.82,5861.82,5861.82,5861.82,5861.82,5861.82,5861.82,5861.82,5861.82,5861.82,5861.82,5861.82
VA,Virginia,Southeast,Craig,5213,98.323699,0.096339,0.693642,0.154143,46551,73.4,78.2,12.8,29.2,7546.34,7546.34,7546.34,7546.34,7546.34,7546.34,7546.34,7546.34,7546.34,7546.34,7546.34,7546.34,7546.34,7546.34,7546.34,7546.34,7546.34,7546.34
VA,Virginia,Southeast,Culpeper,47911,71.712823,15.446893,8.903596,1.270106,62394,76.1,80.6,13.6,30.2,6479.53,6479.53,6479.53,6479.53,6479.53,6479.53,6479.53,6479.53,6479.53,6479.53,6479.53,6479.53,6479.53,6479.53,6479.53,6479.53,6479.53,6479.53
VA,Virginia,Southeast,Cumberland,9849,63.201353,32.361719,1.800637,0.348189,41409,74.2,79.7,17.4,31.4,7801.13,7801.13,7801.13,7801.13,7801.13,7801.13,7801.13,7801.13,7801.13,7801.13,7801.13,7801.13,7801.13,7801.13,7801.13,7801.13,7801.13,7801.13
VA,Virginia,Southeast,Dickenson,15690,98.409105,0.320694,0.540778,0.106898,32103,70.7,76.9,14.4,29.8,11684.66,11684.66,11684.66,11684.66,11684.66,11684.66,11684.66,11684.66,11684.66,11684.66,11684.66,11684.66,11684.66,11684.66,11684.66,11684.66,11684.66,11684.66
VA,Virginia,Southeast,Dinwiddie,27994,62.91561,32.620264,2.407057,0.435699,52288,73.5,79.1,13.4,32.6,8594.2,8594.2,8594.2,8594.2,8594.2,8594.2,8594.2,8594.2,8594.2,8594.2,8594.2,8594.2,8594.2,8594.2,8594.2,8594.2,8594.2,8594.2
VA,Virginia,Southeast,Essex,11233,55.950139,37.880011,3.129764,0.771231,48277,74.5,79.7,16.3,29.5,8367.78,8367.78,8367.78,8367.78,8367.78,8367.78,8367.78,8367.78,8367.78,8367.78,8367.78,8367.78,8367.78,8367.78,8367.78,8367.78,8367.78,8367.78
VA,Virginia,Southeast,Fairfax,23461,54.599963,8.881916,15.575294,17.447764,110507,81.7,84.5,10.9,19.9,3616.91,3616.91,3616.91,3616.91,3616.91,3616.91,3616.91,3616.91,3616.91,3616.91,3616.91,3616.91,3616.91,3616.91,3616.91,3616.91,3616.91,3616.91
VA,Virginia,Southeast,Fauquier,66542,81.913409,8.024171,6.407681,1.266813,89106,76.5,80.6,10.9,25.5,6577,6577,6577,6577,6577,6577,6577,6577,6577,6577,6577,6577,6577,6577,6577,6577,6577,6577
VA,Virginia,Southeast,Floyd,15390,94.148832,1.767131,2.696512,0.229073,43355,75,80.8,16.3,26.8,7640.18,7640.18,7640.18,7640.18,7640.18,7640.18,7640.18,7640.18,7640.18,7640.18,7640.18,7640.18,7640.18,7640.18,7640.18,7640.18,7640.18,7640.18
VA,Virginia,Southeast,Fluvanna,25967,79.086061,15.231015,2.958234,0.529368,64258,77,81.5,12.1,29.5,5619.09,5619.09,5619.09,5619.09,5619.09,5619.09,5619.09,5619.09,5619.09,5619.09,5619.09,5619.09,5619.09,5619.09,5619.09,5619.09,5619.09,5619.09
VA,Virginia,Southeast,Franklin,8528,87.380473,8.08597,2.535658,0.446945,47419,75.6,80.3,15.6,27.3,7817.32,7817.32,7817.32,7817.32,7817.32,7817.32,7817.32,7817.32,7817.32,7817.32,7817.32,7817.32,7817.32,7817.32,7817.32,7817.32,7817.32,7817.32
VA,Virginia,Southeast,Frederick,80317,86.316327,3.916736,6.599834,1.224698,65485,77,81.4,13.7,32.5,6047.41,6047.41,6047.41,6047.41,6047.41,6047.41,6047.41,6047.41,6047.41,6047.41,6047.41,6047.41,6047.41,6047.41,6047.41,6047.41,6047.41,6047.41
VA,Virginia,Southeast,Giles,16928,95.91577,1.498322,1.209071,0.312392,45979,73.2,79.4,13.6,31.4,8529.24,8529.24,8529.24,8529.24,8529.24,8529.24,8529.24,8529.24,8529.24,8529.24,8529.24,8529.24,8529.24,8529.24,8529.24,8529.24,8529.24,8529.24
VA,Virginia,Southeast,Gloucester,36886,85.69103,8.551739,2.536763,0.765098,58900,75.4,79.6,12.7,33.2,7485.49,7485.49,7485.49,7485.49,7485.49,7485.49,7485.49,7485.49,7485.49,7485.49,7485.49,7485.49,7485.49,7485.49,7485.49,7485.49,7485.49,7485.49
VA,Virginia,Southeast,Goochland,21347,76.359534,19.114058,2.095133,1.008427,86610,77.9,81.1,6.6,24.9,6012.64,6012.64,6012.64,6012.64,6012.64,6012.64,6012.64,6012.64,6012.64,6012.64,6012.64,6012.64,6012.64,6012.64,6012.64,6012.64,6012.64,6012.64
VA,Virginia,Southeast,Grayson,15183,94.167257,2.040816,2.678169,0.096569,31893,73.7,78,16.3,33.3,8386.53,8386.53,8386.53,8386.53,8386.53,8386.53,8386.53,8386.53,8386.53,8386.53,8386.53,8386.53,8386.53,8386.53,8386.53,8386.53,8386.53,8386.53
VA,Virginia,Southeast,Greene,18771,85.774059,6.30332,4.243873,1.342172,61762,76.5,80.7,15.8,26.7,5688.7,5688.7,5688.7,5688.7,5688.7,5688.7,5688.7,5688.7,5688.7,5688.7,5688.7,5688.7,5688.7,5688.7,5688.7,5688.7,5688.7,5688.7
VA,Virginia,Southeast,Greensville,11851,37.801193,59.576901,1.413052,0.285878,36459,71.6,76.2,13.1,34.6,8227.14,8227.14,8227.14,8227.14,8227.14,8227.14,8227.14,8227.14,8227.14,8227.14,8227.14,8227.14,8227.14,8227.14,8227.14,8227.14,8227.14,8227.14
VA,Virginia,Southeast,Halifax,35849,60.163903,36.489059,1.619712,0.364228,39079,71.6,78.8,14.3,35.9,9576.73,9576.73,9576.73,9576.73,9576.73,9576.73,9576.73,9576.73,9576.73,9576.73,9576.73,9576.73,9576.73,9576.73,9576.73,9576.73,9576.73,9576.73
VA,Virginia,Southeast,Hanover,100668,85.508146,9.214624,2.118903,1.334829,81940,77.5,81.5,8.6,26.5,5208.23,5208.23,5208.23,5208.23,5208.23,5208.23,5208.23,5208.23,5208.23,5208.23,5208.23,5208.23,5208.23,5208.23,5208.23,5208.23,5208.23,5208.23
VA,Virginia,Southeast,Henrico,314932,56.949843,29.142652,4.887354,6.501702,62446,76.8,81,11.8,28.2,6129.44,6129.44,6129.44,6129.44,6129.44,6129.44,6129.44,6129.44,6129.44,6129.44,6129.44,6129.44,6129.44,6129.44,6129.44,6129.44,6129.44,6129.44
VA,Virginia,Southeast,Henry,52969,71.535152,21.765064,4.699821,0.435818,34842,71.4,77.8,16.3,31.7,10581.36,10581.36,10581.36,10581.36,10581.36,10581.36,10581.36,10581.36,10581.36,10581.36,10581.36,10581.36,10581.36,10581.36,10581.36,10581.36,10581.36,10581.36
VA,Virginia,Southeast,Highland,2245,98.40586,0.258509,0.775528,0.17234,38636,77,80.7,24.5,27.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VA,Virginia,Southeast,Isle of Wight,35399,70.793876,24.542104,1.865608,0.779699,64350,74.7,79.3,11.5,28.6,6296.24,6296.24,6296.24,6296.24,6296.24,6296.24,6296.24,6296.24,6296.24,6296.24,6296.24,6296.24,6296.24,6296.24,6296.24,6296.24,6296.24,6296.24
VA,Virginia,Southeast,James City,68967,77.674641,12.926622,4.512827,2.220597,75926,78.7,82.8,10.3,24.6,4819.44,4819.44,4819.44,4819.44,4819.44,4819.44,4819.44,4819.44,4819.44,4819.44,4819.44,4819.44,4819.44,4819.44,4819.44,4819.44,4819.44,4819.44
VA,Virginia,Southeast,King and Queen,7046,65.471562,28.365731,2.649388,0.24478,46331,74.8,79.3,16.7,31,7484.36,7484.36,7484.36,7484.36,7484.36,7484.36,7484.36,7484.36,7484.36,7484.36,7484.36,7484.36,7484.36,7484.36,7484.36,7484.36,7484.36,7484.36
VA,Virginia,Southeast,King George,24500,74.639586,17.71116,3.349729,1.136364,76206,76.2,79.7,9.2,28.7,6259.67,6259.67,6259.67,6259.67,6259.67,6259.67,6259.67,6259.67,6259.67,6259.67,6259.67,6259.67,6259.67,6259.67,6259.67,6259.67,6259.67,6259.67
VA,Virginia,Southeast,King William,15981,75.977408,17.609037,2.03326,0.740508,64305,74.8,79.3,12.4,30,7441.07,7441.07,7441.07,7441.07,7441.07,7441.07,7441.07,7441.07,7441.07,7441.07,7441.07,7441.07,7441.07,7441.07,7441.07,7441.07,7441.07,7441.07
VA,Virginia,Southeast,Lancaster,11236,69.572469,27.793872,1.035906,0.570626,45827,74.4,79.1,13.8,31.1,6649.2,6649.2,6649.2,6649.2,6649.2,6649.2,6649.2,6649.2,6649.2,6649.2,6649.2,6649.2,6649.2,6649.2,6649.2,6649.2,6649.2,6649.2
VA,Virginia,Southeast,Lee,25474,93.379451,3.552585,1.586743,0.214953,31429,71.4,78,15.9,27.9,9429.4,9429.4,9429.4,9429.4,9429.4,9429.4,9429.4,9429.4,9429.4,9429.4,9429.4,9429.4,9429.4,9429.4,9429.4,9429.4,9429.4,9429.4
VA,Virginia,Southeast,Loudoun,336898,62.388132,7.023128,12.35179,14.663268,122641,81,84.2,7.4,21.8,3289.98,3289.98,3289.98,3289.98,3289.98,3289.98,3289.98,3289.98,3289.98,3289.98,3289.98,3289.98,3289.98,3289.98,3289.98,3289.98,3289.98,3289.98
VA,Virginia,Southeast,Louisa,33430,77.103128,17.591168,2.298435,0.476578,60121,75.7,80.9,14.6,35.2,7559.83,7559.83,7559.83,7559.83,7559.83,7559.83,7559.83,7559.83,7559.83,7559.83,7559.83,7559.83,7559.83,7559.83,7559.83,7559.83,7559.83,7559.83
VA,Virginia,Southeast,Lunenburg,12588,59.857519,34.46647,3.639461,0.193588,37548,72.9,77.6,18.2,27.4,8753.73,8753.73,8753.73,8753.73,8753.73,8753.73,8753.73,8753.73,8753.73,8753.73,8753.73,8753.73,8753.73,8753.73,8753.73,8753.73,8753.73,8753.73
VA,Virginia,Southeast,Madison,13200,85.617674,9.708446,1.773369,0.556057,52513,76.5,80.7,16.3,31.2,6522.97,6522.97,6522.97,6522.97,6522.97,6522.97,6522.97,6522.97,6522.97,6522.97,6522.97,6522.97,6522.97,6522.97,6522.97,6522.97,6522.97,6522.97
VA,Virginia,Southeast,Mathews,8884,87.268879,9.155714,1.158387,0.33415,58268,75.4,79.6,13.5,27,5956.99,5956.99,5956.99,5956.99,5956.99,5956.99,5956.99,5956.99,5956.99,5956.99,5956.99,5956.99,5956.99,5956.99,5956.99,5956.99,5956.99,5956.99
VA,Virginia,Southeast,Mecklenburg,31749,58.712989,36.538638,2.462798,0.650839,38500,72.9,78.2,16.7,31.9,9414.59,9414.59,9414.59,9414.59,9414.59,9414.59,9414.59,9414.59,9414.59,9414.59,9414.59,9414.59,9414.59,9414.59,9414.59,9414.59,9414.59,9414.59
VA,Virginia,Southeast,Middlesex,10822,78.510813,17.848344,1.514737,0.337622,48921,74.5,79.7,13.3,25.7,7012.14,7012.14,7012.14,7012.14,7012.14,7012.14,7012.14,7012.14,7012.14,7012.14,7012.14,7012.14,7012.14,7012.14,7012.14,7012.14,7012.14,7012.14
VA,Virginia,Southeast,Montgomery,95194,85.908763,3.846724,2.686668,5.391347,43484,76.2,80.7,13.9,23.7,5589.11,5589.11,5589.11,5589.11,5589.11,5589.11,5589.11,5589.11,5589.11,5589.11,5589.11,5589.11,5589.11,5589.11,5589.11,5589.11,5589.11,5589.11
VA,Virginia,Southeast,Nelson,14827,81.77763,12.92277,3.055925,0.439414,48076,73.9,79.7,16.7,27.7,7906.54,7906.54,7906.54,7906.54,7906.54,7906.54,7906.54,7906.54,7906.54,7906.54,7906.54,7906.54,7906.54,7906.54,7906.54,7906.54,7906.54,7906.54
VA,Virginia,Southeast,New Kent,19169,80.329915,13.424494,2.11623,0.862771,72406,78.7,82.8,11.7,31.6,6839.92,6839.92,6839.92,6839.92,6839.92,6839.92,6839.92,6839.92,6839.92,6839.92,6839.92,6839.92,6839.92,6839.92,6839.92,6839.92,6839.92,6839.92
VA,Virginia,Southeast,Northampton,12226,54.524175,36.249899,7.054645,0.653806,36822,71.9,78.2,19.1,35.3,8291.9,8291.9,8291.9,8291.9,8291.9,8291.9,8291.9,8291.9,8291.9,8291.9,8291.9,8291.9,8291.9,8291.9,8291.9,8291.9,8291.9,8291.9
VA,Virginia,Southeast,Northumberland,12346,70.056772,25.190592,3.098135,0.291971,51422,74.6,79.9,17.6,25.6,7352.14,7352.14,7352.14,7352.14,7352.14,7352.14,7352.14,7352.14,7352.14,7352.14,7352.14,7352.14,7352.14,7352.14,7352.14,7352.14,7352.14,7352.14
VA,Virginia,Southeast,Nottoway,15830,55.50369,38.97685,3.841544,0.315398,37996,73.6,77.6,15.4,35.6,7758.01,7758.01,7758.01,7758.01,7758.01,7758.01,7758.01,7758.01,7758.01,7758.01,7758.01,7758.01,7758.01,7758.01,7758.01,7758.01,7758.01,7758.01
VA,Virginia,Southeast,Orange,34246,80.741316,12.562349,3.401929,0.716824,59282,76.1,79.7,14.1,28.1,7230.18,7230.18,7230.18,7230.18,7230.18,7230.18,7230.18,7230.18,7230.18,7230.18,7230.18,7230.18,7230.18,7230.18,7230.18,7230.18,7230.18,7230.18
VA,Virginia,Southeast,Page,23895,95.129357,1.896681,1.551452,0.295317,44851,73.8,79.9,15.3,29.5,7596.67,7596.67,7596.67,7596.67,7596.67,7596.67,7596.67,7596.67,7596.67,7596.67,7596.67,7596.67,7596.67,7596.67,7596.67,7596.67,7596.67,7596.67
VA,Virginia,Southeast,Patrick,18451,90.210925,5.868037,2.401298,0.22715,34885,75,80.8,16.7,30.8,8303.1,8303.1,8303.1,8303.1,8303.1,8303.1,8303.1,8303.1,8303.1,8303.1,8303.1,8303.1,8303.1,8303.1,8303.1,8303.1,8303.1,8303.1
VA,Virginia,Southeast,Pittsylvania,62807,74.402419,21.986899,2.09744,0.277139,44207,73.3,80,14.3,33.1,8433.61,8433.61,8433.61,8433.61,8433.61,8433.61,8433.61,8433.61,8433.61,8433.61,8433.61,8433.61,8433.61,8433.61,8433.61,8433.61,8433.61,8433.61
VA,Virginia,Southeast,Powhatan,28123,82.831776,13.542038,1.789917,0.46709,75539,76.9,80.9,11.6,30.9,5708.08,5708.08,5708.08,5708.08,5708.08,5708.08,5708.08,5708.08,5708.08,5708.08,5708.08,5708.08,5708.08,5708.08,5708.08,5708.08,5708.08,5708.08
VA,Virginia,Southeast,Prince Edward,23238,62.238959,32.814105,2.246662,0.868709,37543,73.2,78.9,16.2,29.8,7669.73,7669.73,7669.73,7669.73,7669.73,7669.73,7669.73,7669.73,7669.73,7669.73,7669.73,7669.73,7669.73,7669.73,7669.73,7669.73,7669.73,7669.73
VA,Virginia,Southeast,Prince George,36941,58.284115,31.210637,5.760672,1.455563,61792,76.5,80,11.3,35.2,5671.72,5671.72,5671.72,5671.72,5671.72,5671.72,5671.72,5671.72,5671.72,5671.72,5671.72,5671.72,5671.72,5671.72,5671.72,5671.72,5671.72,5671.72
VA,Virginia,Southeast,Prince William,430289,48.670405,19.525276,20.263581,7.459167,91886,78.7,82.3,12.5,25.2,4881.27,4881.27,4881.27,4881.27,4881.27,4881.27,4881.27,4881.27,4881.27,4881.27,4881.27,4881.27,4881.27,4881.27,4881.27,4881.27,4881.27,4881.27
VA,Virginia,Southeast,Pulaski,34736,91.683872,5.001147,1.238816,0.513306,46186,72.6,78.5,12.3,32.4,9634.74,9634.74,9634.74,9634.74,9634.74,9634.74,9634.74,9634.74,9634.74,9634.74,9634.74,9634.74,9634.74,9634.74,9634.74,9634.74,9634.74,9634.74
VA,Virginia,Southeast,Rappahannock,7456,90.23464,4.313034,3.092364,0.528957,62800,73.8,79.9,16.6,26.4,6740.73,6740.73,6740.73,6740.73,6740.73,6740.73,6740.73,6740.73,6740.73,6740.73,6740.73,6740.73,6740.73,6740.73,6740.73,6740.73,6740.73,6740.73
VA,Virginia,Southeast,Richmond,210309,62.189324,30.181543,5.51113,0.421439,42204,74.4,79.1,17.2,29.5,7603.3,7603.3,7603.3,7603.3,7603.3,7603.3,7603.3,7603.3,7603.3,7603.3,7603.3,7603.3,7603.3,7603.3,7603.3,7603.3,7603.3,7603.3
VA,Virginia,Southeast,Roanoke,97469,88.644237,4.957998,2.11202,2.657617,61935,77,81.1,9.7,26.5,5929.98,5929.98,5929.98,5929.98,5929.98,5929.98,5929.98,5929.98,5929.98,5929.98,5929.98,5929.98,5929.98,5929.98,5929.98,5929.98,5929.98,5929.98
VA,Virginia,Southeast,Rockbridge,22394,93.759806,2.622495,1.326938,0.461738,48497,76.3,80.5,14.9,24.3,6474.71,6474.71,6474.71,6474.71,6474.71,6474.71,6474.71,6474.71,6474.71,6474.71,6474.71,6474.71,6474.71,6474.71,6474.71,6474.71,6474.71,6474.71
VA,Virginia,Southeast,Rockingham,77391,91.254554,1.593417,5.341091,0.594911,55798,77,82.3,15.4,27.9,5354.11,5354.11,5354.11,5354.11,5354.11,5354.11,5354.11,5354.11,5354.11,5354.11,5354.11,5354.11,5354.11,5354.11,5354.11,5354.11,5354.11,5354.11
VA,Virginia,Southeast,Russell,28445,97.387272,0.785549,0.951656,0.18341,37378,71.3,77.8,14.5,31.1,10500.81,10500.81,10500.81,10500.81,10500.81,10500.81,10500.81,10500.81,10500.81,10500.81,10500.81,10500.81,10500.81,10500.81,10500.81,10500.81,10500.81,10500.81
VA,Virginia,Southeast,Scott,22781,97.445744,0.582474,1.009622,0.151012,36290,72.7,77.9,14.4,32.7,10983.69,10983.69,10983.69,10983.69,10983.69,10983.69,10983.69,10983.69,10983.69,10983.69,10983.69,10983.69,10983.69,10983.69,10983.69,10983.69,10983.69,10983.69
VA,Virginia,Southeast,Shenandoah,42583,90.219799,1.664563,6.136737,0.500083,45430,76,80.3,14.5,26.3,6217.68,6217.68,6217.68,6217.68,6217.68,6217.68,6217.68,6217.68,6217.68,6217.68,6217.68,6217.68,6217.68,6217.68,6217.68,6217.68,6217.68,6217.68
VA,Virginia,Southeast,Smyth,31718,95.137854,1.956036,1.636239,0.254595,37831,72.1,76.9,13.7,27.3,9522.53,9522.53,9522.53,9522.53,9522.53,9522.53,9522.53,9522.53,9522.53,9522.53,9522.53,9522.53,9522.53,9522.53,9522.53,9522.53,9522.53,9522.53
VA,Virginia,Southeast,Southampton,18409,59.97846,37.119009,1.093161,0.247711,46521,72.3,78.6,14,33.1,10266.35,10266.35,10266.35,10266.35,10266.35,10266.35,10266.35,10266.35,10266.35,10266.35,10266.35,10266.35,10266.35,10266.35,10266.35,10266.35,10266.35,10266.35
VA,Virginia,Southeast,Spotsylvania,125684,71.960097,14.949713,7.580251,2.261493,75714,76.5,80.6,12,33.5,6385.16,6385.16,6385.16,6385.16,6385.16,6385.16,6385.16,6385.16,6385.16,6385.16,6385.16,6385.16,6385.16,6385.16,6385.16,6385.16,6385.16,6385.16
VA,Virginia,Southeast,Stafford,134352,67.798792,16.484829,9.20821,2.748893,92647,77.5,81.2,9.3,33.1,5315.21,5315.21,5315.21,5315.21,5315.21,5315.21,5315.21,5315.21,5315.21,5315.21,5315.21,5315.21,5315.21,5315.21,5315.21,5315.21,5315.21,5315.21
VA,Virginia,Southeast,Surry,6844,50.765089,45.905356,1.218475,0.325871,48707,72.3,78.6,13.6,33.4,7070.96,7070.96,7070.96,7070.96,7070.96,7070.96,7070.96,7070.96,7070.96,7070.96,7070.96,7070.96,7070.96,7070.96,7070.96,7070.96,7070.96,7070.96
VA,Virginia,Southeast,Sussex,11972,38.578638,57.880367,2.217258,0.380574,37748,71.6,76.2,14.7,38.7,10691.09,10691.09,10691.09,10691.09,10691.09,10691.09,10691.09,10691.09,10691.09,10691.09,10691.09,10691.09,10691.09,10691.09,10691.09,10691.09,10691.09,10691.09
VA,Virginia,Southeast,Tazewell,44268,94.706952,2.950441,0.65664,0.634456,38292,69.2,76,15.3,28.8,13168.94,13168.94,13168.94,13168.94,13168.94,13168.94,13168.94,13168.94,13168.94,13168.94,13168.94,13168.94,13168.94,13168.94,13168.94,13168.94,13168.94,13168.94
VA,Virginia,Southeast,Warren,38070,88.742515,4.548237,3.507651,0.93147,60714,75.3,78.7,13.9,27.5,7633.8,7633.8,7633.8,7633.8,7633.8,7633.8,7633.8,7633.8,7633.8,7633.8,7633.8,7633.8,7633.8,7633.8,7633.8,7633.8,7633.8,7633.8
VA,Virginia,Southeast,Washington,55190,96.213281,1.250091,1.319338,0.368103,43353,74.6,79.5,13.7,30.7,8424.08,8424.08,8424.08,8424.08,8424.08,8424.08,8424.08,8424.08,8424.08,8424.08,8424.08,8424.08,8424.08,8424.08,8424.08,8424.08,8424.08,8424.08
VA,Virginia,Southeast,Westmoreland,17524,63.521256,27.815973,5.740804,0.52137,48232,74.6,79.9,17.3,30.3,9224.02,9224.02,9224.02,9224.02,9224.02,9224.02,9224.02,9224.02,9224.02,9224.02,9224.02,9224.02,9224.02,9224.02,9224.02,9224.02,9224.02,9224.02
