Abbr,State,REGION,County,POPEST2012,PCT_NHWHITE10,PCT_NHBLACK10,PCT_HISP10,PCT_NHASIAN10,Median,MaleLifeEx2010,FemaleLifeEx2010,Uninsured2014,obesity,YPLS,% Fair/Poor health,POPMaleLifeEx,POPUninsured,POPobesity,POPYPLS,POPDaysPoorHealth,DaysPoorPhys,DaysPoorMental,LBirthWeight,FoodEnvIndex,PercPhysicallyInactive,PercAccessExercise,PercDaibetes,PercMam,GradRate,PercSomeCollege,PercUnemployed,PercChildrenPov,PercNoEmoSupport,PercSingleParentHouseholds,ViolentCrimeRate,InjuryDeathRate
VA,Virginia,Southeast,Northumberland,12346,70.056772,25.190592,3.098135,0.291971,51422,74.6,79.9,17.6,25.6,7352.14,0,921011.6,217289.6,316057.6,90769520.44,0,7352.14,7352.14,7352.14,7352.14,7352.14,7352.14,7352.14,7352.14,7352.14,7352.14,7352.14,7352.14,7352.14,7352.14,7352.14,7352.14
VA,Virginia,Southeast,Nottoway,15830,55.50369,38.97685,3.841544,0.315398,37996,73.6,77.6,15.4,35.6,7758.01,20.9,1165088,243782,563548,122809298.3,330847,7758.01,7758.01,7758.01,7758.01,7758.01,7758.01,7758.01,7758.01,7758.01,7758.01,7758.01,7758.01,7758.01,7758.01,7758.01,7758.01
VA,Virginia,Southeast,Orange,34246,80.741316,12.562349,3.401929,0.716824,59282,76.1,79.7,14.1,28.1,7230.18,14.1,2606120.6,482868.6,962312.6,247604744.3,482868.6,7230.18,7230.18,7230.18,7230.18,7230.18,7230.18,7230.18,7230.18,7230.18,7230.18,7230.18,7230.18,7230.18,7230.18,7230.18,7230.18
VA,Virginia,Southeast,Page,23895,95.129357,1.896681,1.551452,0.295317,44851,73.8,79.9,15.3,29.5,7596.67,17.9,1763451,365593.5,704902.5,181522429.7,427720.5,7596.67,7596.67,7596.67,7596.67,7596.67,7596.67,7596.67,7596.67,7596.67,7596.67,7596.67,7596.67,7596.67,7596.67,7596.67,7596.67
VA,Virginia,Southeast,Patrick,18451,90.210925,5.868037,2.401298,0.22715,34885,75,80.8,16.7,30.8,8303.1,30.3,1383825,308131.7,568290.8,153200498.1,559065.3,8303.1,8303.1,8303.1,8303.1,8303.1,8303.1,8303.1,8303.1,8303.1,8303.1,8303.1,8303.1,8303.1,8303.1,8303.1,8303.1
VA,Virginia,Southeast,Pittsylvania,62807,74.402419,21.986899,2.09744,0.277139,44207,73.3,80,14.3,33.1,8433.61,19.3,4603753.1,898140.1,2078911.7,529689743.3,1212175.1,8433.61,8433.61,8433.61,8433.61,8433.61,8433.61,8433.61,8433.61,8433.61,8433.61,8433.61,8433.61,8433.61,8433.61,8433.61,8433.61
VA,Virginia,Southeast,Powhatan,28123,82.831776,13.542038,1.789917,0.46709,75539,76.9,80.9,11.6,30.9,5708.08,0,2162658.7,326226.8,869000.7,160528333.8,0,5708.08,5708.08,5708.08,5708.08,5708.08,5708.08,5708.08,5708.08,5708.08,5708.08,5708.08,5708.08,5708.08,5708.08,5708.08,5708.08
VA,Virginia,Southeast,Prince Edward,23238,62.238959,32.814105,2.246662,0.868709,37543,73.2,78.9,16.2,29.8,7669.73,10.2,1701021.6,376455.6,692492.4,178229185.7,237027.6,7669.73,7669.73,7669.73,7669.73,7669.73,7669.73,7669.73,7669.73,7669.73,7669.73,7669.73,7669.73,7669.73,7669.73,7669.73,7669.73
VA,Virginia,Southeast,Prince George,36941,58.284115,31.210637,5.760672,1.455563,61792,76.5,80,11.3,35.2,5671.72,10.9,2825986.5,417433.3,1300323.2,209519008.5,402656.9,5671.72,5671.72,5671.72,5671.72,5671.72,5671.72,5671.72,5671.72,5671.72,5671.72,5671.72,5671.72,5671.72,5671.72,5671.72,5671.72
VA,Virginia,Southeast,Prince William,430289,48.670405,19.525276,20.263581,7.459167,91886,78.7,82.3,12.5,25.2,4881.27,14.3,33863744.3,5378612.5,10843282.8,2100356787,6153132.7,4881.27,4881.27,4881.27,4881.27,4881.27,4881.27,4881.27,4881.27,4881.27,4881.27,4881.27,4881.27,4881.27,4881.27,4881.27,4881.27
VA,Virginia,Southeast,Pulaski,34736,91.683872,5.001147,1.238816,0.513306,46186,72.6,78.5,12.3,32.4,9634.74,23.7,2521833.6,427252.8,1125446.4,334672328.6,823243.2,9634.74,9634.74,9634.74,9634.74,9634.74,9634.74,9634.74,9634.74,9634.74,9634.74,9634.74,9634.74,9634.74,9634.74,9634.74,9634.74
VA,Virginia,Southeast,Rappahannock,7456,90.23464,4.313034,3.092364,0.528957,62800,73.8,79.9,16.6,26.4,6740.73,0,550252.8,123769.6,196838.4,50258882.88,0,6740.73,6740.73,6740.73,6740.73,6740.73,6740.73,6740.73,6740.73,6740.73,6740.73,6740.73,6740.73,6740.73,6740.73,6740.73,6740.73
VA,Virginia,Southeast,Richmond,210309,62.189324,30.181543,5.51113,0.421439,42204,74.4,79.1,17.2,29.5,7603.3,20.3,15646989.6,3617314.8,6204115.5,1599042420,4269272.7,7603.3,7603.3,7603.3,7603.3,7603.3,7603.3,7603.3,7603.3,7603.3,7603.3,7603.3,7603.3,7603.3,7603.3,7603.3,7603.3
VA,Virginia,Southeast,Roanoke,97469,88.644237,4.957998,2.11202,2.657617,61935,77,81.1,9.7,26.5,5929.98,12.7,7505113,945449.3,2582928.5,577989220.6,1237856.3,5929.98,5929.98,5929.98,5929.98,5929.98,5929.98,5929.98,5929.98,5929.98,5929.98,5929.98,5929.98,5929.98,5929.98,5929.98,5929.98
VA,Virginia,Southeast,Rockbridge,22394,93.759806,2.622495,1.326938,0.461738,48497,76.3,80.5,14.9,24.3,6474.71,8,1708662.2,333670.6,544174.2,144994655.7,179152,6474.71,6474.71,6474.71,6474.71,6474.71,6474.71,6474.71,6474.71,6474.71,6474.71,6474.71,6474.71,6474.71,6474.71,6474.71,6474.71
VA,Virginia,Southeast,Rockingham,77391,91.254554,1.593417,5.341091,0.594911,55798,77,82.3,15.4,27.9,5354.11,11,5959107,1191821.4,2159208.9,414359927,851301,5354.11,5354.11,5354.11,5354.11,5354.11,5354.11,5354.11,5354.11,5354.11,5354.11,5354.11,5354.11,5354.11,5354.11,5354.11,5354.11
VA,Virginia,Southeast,Russell,28445,97.387272,0.785549,0.951656,0.18341,37378,71.3,77.8,14.5,31.1,10500.81,29.4,2028128.5,412452.5,884639.5,298695540.5,836283,10500.81,10500.81,10500.81,10500.81,10500.81,10500.81,10500.81,10500.81,10500.81,10500.81,10500.81,10500.81,10500.81,10500.81,10500.81,10500.81
VA,Virginia,Southeast,Scott,22781,97.445744,0.582474,1.009622,0.151012,36290,72.7,77.9,14.4,32.7,10983.69,23,1656178.7,328046.4,744938.7,250219441.9,523963,10983.69,10983.69,10983.69,10983.69,10983.69,10983.69,10983.69,10983.69,10983.69,10983.69,10983.69,10983.69,10983.69,10983.69,10983.69,10983.69
VA,Virginia,Southeast,Shenandoah,42583,90.219799,1.664563,6.136737,0.500083,45430,76,80.3,14.5,26.3,6217.68,13,3236308,617453.5,1119932.9,264767467.4,553579,6217.68,6217.68,6217.68,6217.68,6217.68,6217.68,6217.68,6217.68,6217.68,6217.68,6217.68,6217.68,6217.68,6217.68,6217.68,6217.68
VA,Virginia,Southeast,Smyth,31718,95.137854,1.956036,1.636239,0.254595,37831,72.1,76.9,13.7,27.3,9522.53,28.7,2286867.8,434536.6,865901.4,302035606.5,910306.6,9522.53,9522.53,9522.53,9522.53,9522.53,9522.53,9522.53,9522.53,9522.53,9522.53,9522.53,9522.53,9522.53,9522.53,9522.53,9522.53
VA,Virginia,Southeast,Southampton,18409,59.97846,37.119009,1.093161,0.247711,46521,72.3,78.6,14,33.1,10266.35,13.3,1330970.7,257726,609337.9,188993237.2,244839.7,10266.35,10266.35,10266.35,10266.35,10266.35,10266.35,10266.35,10266.35,10266.35,10266.35,10266.35,10266.35,10266.35,10266.35,10266.35,10266.35
VA,Virginia,Southeast,Spotsylvania,125684,71.960097,14.949713,7.580251,2.261493,75714,76.5,80.6,12,33.5,6385.16,13.5,9614826,1508208,4210414,802512449.4,1696734,6385.16,6385.16,6385.16,6385.16,6385.16,6385.16,6385.16,6385.16,6385.16,6385.16,6385.16,6385.16,6385.16,6385.16,6385.16,6385.16
VA,Virginia,Southeast,Stafford,134352,67.798792,16.484829,9.20821,2.748893,92647,77.5,81.2,9.3,33.1,5315.21,10.7,10412280,1249473.6,4447051.2,714109093.9,1437566.4,5315.21,5315.21,5315.21,5315.21,5315.21,5315.21,5315.21,5315.21,5315.21,5315.21,5315.21,5315.21,5315.21,5315.21,5315.21,5315.21
VA,Virginia,Southeast,Surry,6844,50.765089,45.905356,1.218475,0.325871,48707,72.3,78.6,13.6,33.4,7070.96,14.3,494821.2,93078.4,228589.6,48393650.24,97869.2,7070.96,7070.96,7070.96,7070.96,7070.96,7070.96,7070.96,7070.96,7070.96,7070.96,7070.96,7070.96,7070.96,7070.96,7070.96,7070.96
VA,Virginia,Southeast,Sussex,11972,38.578638,57.880367,2.217258,0.380574,37748,71.6,76.2,14.7,38.7,10691.09,15.6,857195.2,175988.4,463316.4,127993729.5,186763.2,10691.09,10691.09,10691.09,10691.09,10691.09,10691.09,10691.09,10691.09,10691.09,10691.09,10691.09,10691.09,10691.09,10691.09,10691.09,10691.09
VA,Virginia,Southeast,Tazewell,44268,94.706952,2.950441,0.65664,0.634456,38292,69.2,76,15.3,28.8,13168.94,29.1,3063345.6,677300.4,1274918.4,582962635.9,1288198.8,13168.94,13168.94,13168.94,13168.94,13168.94,13168.94,13168.94,13168.94,13168.94,13168.94,13168.94,13168.94,13168.94,13168.94,13168.94,13168.94
VA,Virginia,Southeast,Warren,38070,88.742515,4.548237,3.507651,0.93147,60714,75.3,78.7,13.9,27.5,7633.8,13.8,2866671,529173,1046925,290618766,525366,7633.8,7633.8,7633.8,7633.8,7633.8,7633.8,7633.8,7633.8,7633.8,7633.8,7633.8,7633.8,7633.8,7633.8,7633.8,7633.8
VA,Virginia,Southeast,Washington,55190,96.213281,1.250091,1.319338,0.368103,43353,74.6,79.5,13.7,30.7,8424.08,18.7,4117174,756103,1694333,464924975.2,1032053,8424.08,8424.08,8424.08,8424.08,8424.08,8424.08,8424.08,8424.08,8424.08,8424.08,8424.08,8424.08,8424.08,8424.08,8424.08,8424.08
VA,Virginia,Southeast,Westmoreland,17524,63.521256,27.815973,5.740804,0.52137,48232,74.6,79.9,17.3,30.3,9224.02,15.6,1307290.4,303165.2,530977.2,161641726.5,273374.4,9224.02,9224.02,9224.02,9224.02,9224.02,9224.02,9224.02,9224.02,9224.02,9224.02,9224.02,9224.02,9224.02,9224.02,9224.02,9224.02
VA,Virginia,Southeast,Wise,40918,92.398437,5.109524,1.136254,0.340152,38528,72.7,77.4,14.6,33.2,9440.44,23.9,2974738.6,597402.8,1358477.6,386283923.9,977940.2,9440.44,9440.44,9440.44,9440.44,9440.44,9440.44,9440.44,9440.44,9440.44,9440.44,9440.44,9440.44,9440.44,9440.44,9440.44,9440.44
VA,Virginia,Southeast,Wythe,29251,94.574996,2.767231,0.957756,0.424149,41132,73.3,78.7,14.3,30.3,8616.25,27,2144098.3,418289.3,886305.3,252033928.8,789777,8616.25,8616.25,8616.25,8616.25,8616.25,8616.25,8616.25,8616.25,8616.25,8616.25,8616.25,8616.25,8616.25,8616.25,8616.25,8616.25
VA,Virginia,Southeast,York,66146,74.040694,13.135464,4.417695,4.840829,81169,78.8,82.2,9,26.9,4399.39,6.5,5212304.8,595314,1779327.4,291002050.9,429949,4399.39,4399.39,4399.39,4399.39,4399.39,4399.39,4399.39,4399.39,4399.39,4399.39,4399.39,4399.39,4399.39,4399.39,4399.39,4399.39
VA,Virginia,Southeast,Alexandria,146294,53.497278,21.275167,16.09248,5.966449,86419,78.5,82.5,13.1,20.7,5139.19,10.4,11484079,1916451.4,3028285.8,751832661.9,1521457.6,5139.19,5139.19,5139.19,5139.19,5139.19,5139.19,5139.19,5139.19,5139.19,5139.19,5139.19,5139.19,5139.19,5139.19,5139.19,5139.19
VA,Virginia,Southeast,Bedford,69590,75.072324,20.009643,2.153648,0.658952,,75.9,80.3,12.2,33,6759.75,17.5,5281881,848998,2296470,470411002.5,1217825,6759.75,6759.75,6759.75,6759.75,6759.75,6759.75,6759.75,6759.75,6759.75,6759.75,6759.75,6759.75,6759.75,6759.75,6759.75,6759.75
VA,Virginia,Southeast,Bristol,17662,90.26633,5.606953,1.239137,0.678441,34099,73.5,79,14.3,29.2,8352.82,0,1298157,252566.6,515730.4,147527506.8,0,8352.82,8352.82,8352.82,8352.82,8352.82,8352.82,8352.82,8352.82,8352.82,8352.82,8352.82,8352.82,8352.82,8352.82,8352.82,8352.82
VA,Virginia,Southeast,Buena Vista,6707,89.954887,5.18797,1.548872,0.43609,38331,76.3,80.5,14.1,28.3,8893.04,0,511744.1,94568.7,189808.1,59645619.28,0,8893.04,8893.04,8893.04,8893.04,8893.04,8893.04,8893.04,8893.04,8893.04,8893.04,8893.04,8893.04,8893.04,8893.04,8893.04,8893.04
VA,Virginia,Southeast,Charlottesville,43956,66.307073,19.192639,5.113283,6.343876,45890,74.3,79.8,15.5,26.2,7559.57,7.1,3265930.8,681318,1151647.2,332288458.9,312087.6,7559.57,7559.57,7559.57,7559.57,7559.57,7559.57,7559.57,7559.57,7559.57,7559.57,7559.57,7559.57,7559.57,7559.57,7559.57,7559.57
VA,Virginia,Southeast,Chesapeake,228417,60.416545,29.343546,4.36796,2.830218,66625,75.7,80.3,10.8,31.2,6534.05,12.1,17291166.9,2466903.6,7126610.4,1492488099,2763845.7,6534.05,6534.05,6534.05,6534.05,6534.05,6534.05,6534.05,6534.05,6534.05,6534.05,6534.05,6534.05,6534.05,6534.05,6534.05,6534.05
VA,Virginia,Southeast,Colonial Heights,17479,80.523807,9.947734,3.871116,3.273792,52355,75.3,79.9,12.4,26.3,7288.43,0,1316168.7,216739.6,459697.7,127394468,0,7288.43,7288.43,7288.43,7288.43,7288.43,7288.43,7288.43,7288.43,7288.43,7288.43,7288.43,7288.43,7288.43,7288.43,7288.43,7288.43
VA,Virginia,Southeast,Covington,5771,83.123637,12.4308,1.543365,0.553598,36503,73.4,78.2,14.7,29.4,9110.67,0,423591.4,84833.7,169667.4,52577676.57,0,9110.67,9110.67,9110.67,9110.67,9110.67,9110.67,9110.67,9110.67,9110.67,9110.67,9110.67,9110.67,9110.67,9110.67,9110.67,9110.67
VA,Virginia,Southeast,Danville,42996,46.700732,48.136105,2.89165,0.915109,33646,69.6,77.1,14.3,35,11188.79,23,2992521.6,614842.8,1504860,481073214.8,988908,11188.79,11188.79,11188.79,11188.79,11188.79,11188.79,11188.79,11188.79,11188.79,11188.79,11188.79,11188.79,11188.79,11188.79,11188.79,11188.79
VA,Virginia,Southeast,Emporia,5740,31.179349,62.173106,4.420449,0.725494,33160,71.6,76.2,15.6,32.2,11749.48,0,410984,89544,184828,67442015.2,0,11749.48,11749.48,11749.48,11749.48,11749.48,11749.48,11749.48,11749.48,11749.48,11749.48,11749.48,11749.48,11749.48,11749.48,11749.48,11749.48
VA,Virginia,Southeast,Fairfax,1118602,61.373809,4.564591,15.758919,15.080877,94067,81.7,84.5,10.9,22.7,3616.91,7.4,91389783.4,12192761.8,25392265.4,4045882760,8277654.8,3616.91,3616.91,3616.91,3616.91,3616.91,3616.91,3616.91,3616.91,3616.91,3616.91,3616.91,3616.91,3616.91,3616.91,3616.91,3616.91
VA,Virginia,Southeast,Falls Church,13229,73.734998,4.240999,8.992864,9.325332,125635,80.4,83.5,4.6,26.4,5628.41,0,1063611.6,60853.4,349245.6,74458235.89,0,5628.41,5628.41,5628.41,5628.41,5628.41,5628.41,5628.41,5628.41,5628.41,5628.41,5628.41,5628.41,5628.41,5628.41,5628.41,5628.41
VA,Virginia,Southeast,Franklin,56411,38.837101,56.711722,1.642974,0.734095,38583,75.6,80.3,15.6,34.3,7817.32,20.8,4264671.6,880011.6,1934897.3,440982838.5,1173348.8,7817.32,7817.32,7817.32,7817.32,7817.32,7817.32,7817.32,7817.32,7817.32,7817.32,7817.32,7817.32,7817.32,7817.32,7817.32,7817.32
VA,Virginia,Southeast,Fredericksburg,27307,60.775756,22.099152,10.73458,2.758791,51195,73.3,79.2,13.1,29.6,8500.23,25.4,2001603.1,357721.7,808287.2,232115780.6,693597.8,8500.23,8500.23,8500.23,8500.23,8500.23,8500.23,8500.23,8500.23,8500.23,8500.23,8500.23,8500.23,8500.23,8500.23,8500.23,8500.23
VA,Virginia,Southeast,Galax,6908,78.117012,5.779608,14.044306,0.525419,33182,73.7,78,17.2,28.7,9128.14,0,509119.6,118817.6,198259.6,63057191.12,0,9128.14,9128.14,9128.14,9128.14,9128.14,9128.14,9128.14,9128.14,9128.14,9128.14,9128.14,9128.14,9128.14,9128.14,9128.14,9128.14
VA,Virginia,Southeast,Hampton,136836,40.952152,48.661195,4.541023,2.146454,47615,73.4,79.7,13.3,32.1,8068.45,12.6,10043762.4,1819918.8,4392435.6,1104054424,1724133.6,8068.45,8068.45,8068.45,8068.45,8068.45,8068.45,8068.45,8068.45,8068.45,8068.45,8068.45,8068.45,8068.45,8068.45,8068.45,8068.45
VA,Virginia,Southeast,Harrisonburg,50981,72.353518,5.951261,15.67036,3.48571,38541,75.8,80.3,18.7,26.9,6338.97,0,3864359.8,953344.7,1371388.9,323167029.6,0,6338.97,6338.97,6338.97,6338.97,6338.97,6338.97,6338.97,6338.97,6338.97,6338.97,6338.97,6338.97,6338.97,6338.97,6338.97,6338.97
VA,Virginia,Southeast,Hopewell,22348,53.140631,36.368465,6.551281,0.770218,40122,70.6,76.6,14.8,34.1,10557.97,29.5,1577768.8,330750.4,762066.8,235949513.6,659266,10557.97,10557.97,10557.97,10557.97,10557.97,10557.97,10557.97,10557.97,10557.97,10557.97,10557.97,10557.97,10557.97,10557.97,10557.97,10557.97
VA,Virginia,Southeast,Lexington,6998,82.462369,9.485941,3.848339,2.172678,40829,76.3,80.5,15,27.2,6362.24,0,533947.4,104970,190345.6,44522955.52,0,6362.24,6362.24,6362.24,6362.24,6362.24,6362.24,6362.24,6362.24,6362.24,6362.24,6362.24,6362.24,6362.24,6362.24,6362.24,6362.24
VA,Virginia,Southeast,Lynchburg,77113,62.955219,29.091679,3.043616,2.450773,40065,74.9,79.1,13.3,29.8,6875.15,13.4,5775763.7,1025602.9,2297967.4,530163442,1033314.2,6875.15,6875.15,6875.15,6875.15,6875.15,6875.15,6875.15,6875.15,6875.15,6875.15,6875.15,6875.15,6875.15,6875.15,6875.15,6875.15
VA,Virginia,Southeast,Manassas,40605,47.576743,12.968985,31.400545,4.920547,72510,76.5,80.8,19.7,27.5,5508.62,0,3106282.5,799918.5,1116637.5,223677515.1,0,5508.62,5508.62,5508.62,5508.62,5508.62,5508.62,5508.62,5508.62,5508.62,5508.62,5508.62,5508.62,5508.62,5508.62,5508.62,5508.62
VA,Virginia,Southeast,Manassas Park,15798,42.52785,12.499124,32.543964,8.834863,73065,76.5,80.8,20.7,29.7,4760.45,0,1208547,327018.6,469200.6,75205589.1,0,4760.45,4760.45,4760.45,4760.45,4760.45,4760.45,4760.45,4760.45,4760.45,4760.45,4760.45,4760.45,4760.45,4760.45,4760.45,4760.45
VA,Virginia,Southeast,Martinsville,13733,48.527603,44.794154,3.993922,0.918892,29971,71.4,77.8,14.3,33.4,12153.79,0,980536.2,196381.9,458682.2,166907998.1,0,12153.79,12153.79,12153.79,12153.79,12153.79,12153.79,12153.79,12153.79,12153.79,12153.79,12153.79,12153.79,12153.79,12153.79,12153.79,12153.79
VA,Virginia,Southeast,Newport News,180726,46.012317,39.689795,7.519962,2.688151,48440,73.9,79.3,13.1,34.1,8004.7,16.5,13355651.4,2367510.6,6162756.6,1446657412,2981979,8004.7,8004.7,8004.7,8004.7,8004.7,8004.7,8004.7,8004.7,8004.7,8004.7,8004.7,8004.7,8004.7,8004.7,8004.7,8004.7
VA,Virginia,Southeast,Norfolk,245782,44.259338,42.195525,6.649012,3.237604,42567,72.7,77.4,15,31.4,9491.49,15.5,17868351.4,3686730,7717554.8,2332837395,3809621,9491.49,9491.49,9491.49,9491.49,9491.49,9491.49,9491.49,9491.49,9491.49,9491.49,9491.49,9491.49,9491.49,9491.49,9491.49,9491.49
VA,Virginia,Southeast,Norton,4068,87.872663,6.316321,1.718039,1.414856,31620,72.7,77.4,12.6,27.9,9180.73,0,295743.6,51256.8,113497.2,37347209.64,0,9180.73,9180.73,9180.73,9180.73,9180.73,9180.73,9180.73,9180.73,9180.73,9180.73,9180.73,9180.73,9180.73,9180.73,9180.73,9180.73
VA,Virginia,Southeast,Petersburg,31973,15.120296,78.405305,3.750771,0.811228,32749,67.8,73.7,15.2,38.3,14478.12,19.1,2167769.4,485989.6,1224565.9,462908930.8,610684.3,14478.12,14478.12,14478.12,14478.12,14478.12,14478.12,14478.12,14478.12,14478.12,14478.12,14478.12,14478.12,14478.12,14478.12,14478.12,14478.12
VA,Virginia,Southeast,Poquoson,12097,93.8107,0.641975,1.81893,2.131687,84213,78.8,82.2,8.5,26.5,5196.32,0,953243.6,102824.5,320570.5,62859883.04,0,5196.32,5196.32,5196.32,5196.32,5196.32,5196.32,5196.32,5196.32,5196.32,5196.32,5196.32,5196.32,5196.32,5196.32,5196.32,5196.32
VA,Virginia,Southeast,Portsmouth,96470,40.326582,52.679123,3.055425,1.040456,43045,71.4,77,13.6,36.9,10102.44,17.7,6887958,1311992,3559743,974582386.8,1707519,10102.44,10102.44,10102.44,10102.44,10102.44,10102.44,10102.44,10102.44,10102.44,10102.44,10102.44,10102.44,10102.44,10102.44,10102.44,10102.44
VA,Virginia,Southeast,Radford,16685,85.781326,7.69137,2.346416,1.529742,34267,74.5,78.9,12.3,29.4,7553.79,0,1243032.5,205225.5,490539,126034986.2,0,7553.79,7553.79,7553.79,7553.79,7553.79,7553.79,7553.79,7553.79,7553.79,7553.79,7553.79,7553.79,7553.79,7553.79,7553.79,7553.79
VA,Virginia,Southeast,Richmond,9059,39.083021,50.07688,6.269404,2.291224,42074,74.4,79.1,17.2,29.6,7603.3,20.3,673989.6,155814.8,268146.4,68878294.7,183897.7,7603.3,7603.3,7603.3,7603.3,7603.3,7603.3,7603.3,7603.3,7603.3,7603.3,7603.3,7603.3,7603.3,7603.3,7603.3,7603.3
VA,Virginia,Southeast,Roanoke,92901,61.878556,28.089702,5.508492,1.727265,40735,77,81.1,9.7,34.4,5929.98,12.7,7153377,901139.7,3195794.4,550901072,1179842.7,5929.98,5929.98,5929.98,5929.98,5929.98,5929.98,5929.98,5929.98,5929.98,5929.98,5929.98,5929.98,5929.98,5929.98,5929.98,5929.98
VA,Virginia,Southeast,Salem,24970,87.303443,6.983308,2.423192,1.604709,54195,73.9,80.1,12,23.9,7974.61,15.2,1845283,299640,596783,199126011.7,379544,7974.61,7974.61,7974.61,7974.61,7974.61,7974.61,7974.61,7974.61,7974.61,7974.61,7974.61,7974.61,7974.61,7974.61,7974.61,7974.61
VA,Virginia,Southeast,Staunton,23921,82.472838,12.039923,2.160364,0.766445,42552,74,79.5,13.5,27.5,7624.24,0,1770154,322933.5,657827.5,182379445,0,7624.24,7624.24,7624.24,7624.24,7624.24,7624.24,7624.24,7624.24,7624.24,7624.24,7624.24,7624.24,7624.24,7624.24,7624.24,7624.24
VA,Virginia,Southeast,Suffolk,85181,50.876633,42.290004,2.855116,1.565289,60735,74.5,78.5,10.7,29.9,7268.69,13,6345984.5,911436.7,2546911.9,619154282.9,1107353,7268.69,7268.69,7268.69,7268.69,7268.69,7268.69,7268.69,7268.69,7268.69,7268.69,7268.69,7268.69,7268.69,7268.69,7268.69,7268.69
VA,Virginia,Southeast,Virginia Beach,447021,64.491751,18.997977,6.618127,6.007388,67676,77.4,81.4,11.2,27.1,5718.18,12.5,34599425.4,5006635.2,12114269.1,2556146542,5587762.5,5718.18,5718.18,5718.18,5718.18,5718.18,5718.18,5718.18,5718.18,5718.18,5718.18,5718.18,5718.18,5718.18,5718.18,5718.18,5718.18
VA,Virginia,Southeast,Waynesboro,21107,79.520137,10.358945,6.364848,0.733124,44843,73.6,77.9,13.6,30,8184.83,0,1553475.2,287055.2,633210,172757206.8,0,8184.83,8184.83,8184.83,8184.83,8184.83,8184.83,8184.83,8184.83,8184.83,8184.83,8184.83,8184.83,8184.83,8184.83,8184.83,8184.83
VA,Virginia,Southeast,Williamsburg,15167,70.74211,13.633779,6.688939,5.700881,46954,78.7,82.8,13.4,27.4,8305.63,0,1193642.9,203237.8,415575.8,125971490.2,0,8305.63,8305.63,8305.63,8305.63,8305.63,8305.63,8305.63,8305.63,8305.63,8305.63,8305.63,8305.63,8305.63,8305.63,8305.63,8305.63
VA,Virginia,Southeast,Winchester,26881,69.018815,10.620921,15.421898,2.285998,44537,73.9,78.8,18.1,26.5,8473.93,28.1,1986505.9,486546.1,712346.5,227787712.3,755356.1,8473.93,8473.93,8473.93,8473.93,8473.93,8473.93,8473.93,8473.93,8473.93,8473.93,8473.93,8473.93,8473.93,8473.93,8473.93,8473.93
WA,Washington,West,Adams,19005,38.776164,0.250961,59.264203,0.52862,47423,74.8,79.6,18.2,33.2,7210.12,23.3,1421574,345891,630966,137028330.6,442816.5,7210.12,7210.12,7210.12,7210.12,7210.12,7210.12,7210.12,7210.12,7210.12,7210.12,7210.12,7210.12,7210.12,7210.12,7210.12,7210.12
WA,Washington,West,Asotin,21888,92.614346,0.411599,2.973685,0.527216,44055,76.2,81.6,10.5,32.4,6213.73,19.5,1667865.6,229824,709171.2,136006122.2,426816,6213.73,6213.73,6213.73,6213.73,6213.73,6213.73,6213.73,6213.73,6213.73,6213.73,6213.73,6213.73,6213.73,6213.73,6213.73,6213.73
WA,Washington,West,Benton,182398,74.460117,1.159399,18.664551,2.637903,58750,77.5,81.4,10.9,31.4,5499.97,12.9,14135845,1988138.2,5727297.2,1003183528,2352934.2,5499.97,5499.97,5499.97,5499.97,5499.97,5499.97,5499.97,5499.97,5499.97,5499.97,5499.97,5499.97,5499.97,5499.97,5499.97,5499.97
WA,Washington,West,Chelan,73687,70.669261,0.244296,25.827778,0.786717,49174,78.2,82.1,13.4,26.4,5029.03,16.2,5762323.4,987405.8,1945336.8,370574133.6,1193729.4,5029.03,5029.03,5029.03,5029.03,5029.03,5029.03,5029.03,5029.03,5029.03,5029.03,5029.03,5029.03,5029.03,5029.03,5029.03,5029.03
WA,Washington,West,Clallam,71863,84.589099,0.781469,5.079547,1.390678,47185,75.4,81.4,13.3,27.3,7934.22,15.2,5418470.2,955777.9,1961859.9,570176851.9,1092317.6,7934.22,7934.22,7934.22,7934.22,7934.22,7934.22,7934.22,7934.22,7934.22,7934.22,7934.22,7934.22,7934.22,7934.22,7934.22,7934.22
WA,Washington,West,Clark,438287,81.763811,1.886624,7.562012,4.061472,61747,77.9,81.2,10.3,30,5520.4,13.7,34142557.3,4514356.1,13148610,2419519555,6004531.9,5520.4,5520.4,5520.4,5520.4,5520.4,5520.4,5520.4,5520.4,5520.4,5520.4,5520.4,5520.4,5520.4,5520.4,5520.4,5520.4
WA,Washington,West,Columbia,3995,89.480137,0.294262,6.228543,0.564002,45465,77.5,82.2,11.7,32.2,6880.35,16.9,309612.5,46741.5,128639,27486998.25,67515.5,6880.35,6880.35,6880.35,6880.35,6880.35,6880.35,6880.35,6880.35,6880.35,6880.35,6880.35,6880.35,6880.35,6880.35,6880.35,6880.35
WA,Washington,West,Cowlitz,101996,85.758227,0.558539,7.787325,1.43736,44235,74.9,79.5,11.2,32.4,7426.13,18.1,7639500.4,1142355.2,3304670.4,757435555.5,1846127.6,7426.13,7426.13,7426.13,7426.13,7426.13,7426.13,7426.13,7426.13,7426.13,7426.13,7426.13,7426.13,7426.13,7426.13,7426.13,7426.13
